Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC	source_count	source_weight	sampling_probability
2A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
2A	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	1	0	0	0	13	10999.4	6.91E-05
2A	Multi-Family with 5+ Units	None	2010s	1	0	0	0	13	10999.4	2.23E-05
2A	Single-Family Attached	Ducted Heat Pump	2010s	0	1	0	0	66	104211	0.000107509
2A	Single-Family Attached	Ducted Heating	2010s	0.985765	0	0.00538066	0.00885408	177	335017	0.000256068
2A	Single-Family Attached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
2A	Single-Family Attached	Non-Ducted Heating	2010s	0.578514	0	0.100669	0.320817	17	17327.5	1.75E-05
2A	Single-Family Attached	None	2010s	0.578514	0	0.100669	0.320817	17	17327.5	3.71E-06
2A	Single-Family Detached	Ducted Heat Pump	2010s	0	1	0	0	66	104211	0.000978964
2A	Single-Family Detached	Ducted Heating	2010s	0.985765	0	0.00538066	0.00885408	177	335017	0.0043698
2A	Single-Family Detached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
2A	Single-Family Detached	Non-Ducted Heating	2010s	0.578514	0	0.100669	0.320817	17	17327.5	0.000267481
2A	Single-Family Detached	None	2010s	0.578514	0	0.100669	0.320817	17	17327.5	2.70E-05
2A	Mobile Home	Ducted Heat Pump	<1940	0	1	0	0	0	0	6.33E-06
2A	Mobile Home	Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	2.00E-05
2A	Mobile Home	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
2A	Mobile Home	Non-Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	5.19E-06
2A	Mobile Home	None	<1940	0.333333	0	0.333333	0.333333	0	0	4.93E-06
2A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0	1	0	0	1	3503.32	7.10E-05
2A	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	1	0	0	0	4	15706.1	0.000307356
2A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
2A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0	0	0.273746	0.726254	6	10831.6	8.19E-05
2A	Multi-Family with 2 - 4 Units	None	<1940	0	0	0.273746	0.726254	6	10831.6	5.88E-06
2A	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0	1	0	0	1	3503.32	6.46E-05
2A	Multi-Family with 5+ Units	Ducted Heating	<1940	1	0	0	0	4	15706.1	0.000206117
2A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
2A	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0	0	0.273746	0.726254	6	10831.6	3.72E-05
2A	Multi-Family with 5+ Units	None	<1940	0	0	0.273746	0.726254	6	10831.6	8.24E-06
2A	Single-Family Attached	Ducted Heat Pump	<1940	0	1	0	0	10	31746.2	1.84E-05
2A	Single-Family Attached	Ducted Heating	<1940	0.913242	0	0.0247116	0.0620463	25	108122	7.41E-05
2A	Single-Family Attached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
2A	Single-Family Attached	Non-Ducted Heating	<1940	0.219372	0	0.157263	0.623365	10	23497.8	2.30E-05
2A	Single-Family Attached	None	<1940	0.219372	0	0.157263	0.623365	10	23497.8	1.50E-06
2A	Single-Family Detached	Ducted Heat Pump	<1940	0	1	0	0	10	31746.2	0.000470696
2A	Single-Family Detached	Ducted Heating	<1940	0.913242	0	0.0247116	0.0620463	25	108122	0.0016875
2A	Single-Family Detached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
2A	Single-Family Detached	Non-Ducted Heating	<1940	0.219372	0	0.157263	0.623365	10	23497.8	0.000614006
2A	Single-Family Detached	None	<1940	0.219372	0	0.157263	0.623365	10	23497.8	1.87E-05
2B	Mobile Home	Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
2B	Mobile Home	Ducted Heating	1940-59	0.333333	0	0.333333	0.333333	0	0	1.44E-05
2B	Mobile Home	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
2B	Mobile Home	Non-Ducted Heating	1940-59	0.333333	0	0.333333	0.333333	0	0	1.39E-05
2B	Mobile Home	None	1940-59	0.333333	0	0.333333	0.333333	0	0	5.48E-07
2B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
2B	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	1	0	0	0	1	2701.95	3.72E-05
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0.333333	0	0.333333	0.333333	0	0	4.05E-05
2B	Multi-Family with 2 - 4 Units	None	1940-59	0.333333	0	0.333333	0.333333	0	0	1.43E-06
2B	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
2B	Multi-Family with 5+ Units	Ducted Heating	1940-59	1	0	0	0	1	2701.95	4.50E-05
2B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
2B	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0.333333	0	0.333333	0.333333	0	0	9.11E-05
2B	Multi-Family with 5+ Units	None	1940-59	0.333333	0	0.333333	0.333333	0	0	2.82E-06
2B	Single-Family Attached	Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
2B	Single-Family Attached	Ducted Heating	1940-59	0.600475	0	0.399525	0	5	26393.9	3.02E-05
2B	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
2B	Single-Family Attached	Non-Ducted Heating	1940-59	0	0	0.578355	0.421645	2	5117.36	3.15E-05
2B	Single-Family Attached	None	1940-59	0	0	0.578355	0.421645	2	5117.36	8.28E-07
2B	Single-Family Detached	Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
2B	Single-Family Detached	Ducted Heating	1940-59	0.600475	0	0.399525	0	5	26393.9	0.000661232
2B	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
2B	Single-Family Detached	Non-Ducted Heating	1940-59	0	0	0.578355	0.421645	2	5117.36	0.000517761
2B	Single-Family Detached	None	1940-59	0	0	0.578355	0.421645	2	5117.36	2.01E-05
2B	Mobile Home	Ducted Heat Pump	1960-79	0	1	0	0	2	22399.8	9.95E-05
2B	Mobile Home	Ducted Heating	1960-79	0.788764	0	0	0.211236	5	52528.2	0.000352146
2B	Mobile Home	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
2B	Mobile Home	Non-Ducted Heating	1960-79	0.266057	0	0	0.733943	3	18079.5	3.13E-05
2B	Mobile Home	None	1960-79	0.266057	0	0	0.733943	3	18079.5	1.55E-05
2B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0	1	0	0	1	2701.95	7.22E-05
2B	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	1	0	0	0	13	48748.7	0.000202712
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	1	0	0	0	1	1350.97	3.61E-05
2B	Multi-Family with 2 - 4 Units	None	1960-79	1	0	0	0	1	1350.97	6.12E-06
2B	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0	1	0	0	1	2701.95	0.000229928
2B	Multi-Family with 5+ Units	Ducted Heating	1960-79	1	0	0	0	13	48748.7	0.000508348
2B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
2B	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	1	0	0	0	1	1350.97	9.36E-05
2B	Multi-Family with 5+ Units	None	1960-79	1	0	0	0	1	1350.97	1.45E-05
2B	Single-Family Attached	Ducted Heat Pump	1960-79	0	1	0	0	9	46739.7	9.15E-05
2B	Single-Family Attached	Ducted Heating	1960-79	0.763121	0	0.110439	0.126439	21	109408	0.00024758
2B	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
2B	Single-Family Attached	Non-Ducted Heating	1960-79	0.265455	0	0.386205	0.348341	3	7949.54	2.85E-05
2B	Single-Family Attached	None	1960-79	0.265455	0	0.386205	0.348341	3	7949.54	3.30E-06
2B	Single-Family Detached	Ducted Heat Pump	1960-79	0	1	0	0	9	46739.7	0.000571733
2B	Single-Family Detached	Ducted Heating	1960-79	0.763121	0	0.110439	0.126439	21	109408	0.00192879
2B	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
2B	Single-Family Detached	Non-Ducted Heating	1960-79	0.265455	0	0.386205	0.348341	3	7949.54	0.000233097
2B	Single-Family Detached	None	1960-79	0.265455	0	0.386205	0.348341	3	7949.54	2.84E-05
2B	Mobile Home	Ducted Heat Pump	1980-99	0	1	0	0	2	19628.3	0.000284926
2B	Mobile Home	Ducted Heating	1980-99	0.850472	0	0	0.149528	6	64338	0.000454089
2B	Mobile Home	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
2B	Mobile Home	Non-Ducted Heating	1980-99	0.179763	0	0	0.820237	5	25203.5	0.000101301
2B	Mobile Home	None	1980-99	0.179763	0	0	0.820237	5	25203.5	1.74E-05
2B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0	1	0	0	1	5387.86	0.000155137
2B	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	1	0	0	0	12	67003.5	0.000185684
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.35581	0	0.161047	0.483142	6	11390.7	4.99E-05
2B	Multi-Family with 2 - 4 Units	None	1980-99	0.35581	0	0.161047	0.483142	6	11390.7	9.31E-06
2B	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0	1	0	0	1	5387.86	0.000661707
2B	Multi-Family with 5+ Units	Ducted Heating	1980-99	1	0	0	0	12	67003.5	0.000703508
2B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
2B	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.35581	0	0.161047	0.483142	6	11390.7	0.000179161
2B	Multi-Family with 5+ Units	None	1980-99	0.35581	0	0.161047	0.483142	6	11390.7	2.49E-05
2B	Single-Family Attached	Ducted Heat Pump	1980-99	0	1	0	0	27	141496	0.000129904
2B	Single-Family Attached	Ducted Heating	1980-99	0.938156	0	0.0330803	0.0287641	30	159385	0.000192567
2B	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
2B	Single-Family Attached	Non-Ducted Heating	1980-99	0.800729	0	0.199271	0	5	16298.9	5.54E-05
2B	Single-Family Attached	None	1980-99	0.800729	0	0.199271	0	5	16298.9	2.86E-06
2B	Single-Family Detached	Ducted Heat Pump	1980-99	0	1	0	0	27	141496	0.00128482
2B	Single-Family Detached	Ducted Heating	1980-99	0.938156	0	0.0330803	0.0287641	30	159385	0.00243298
2B	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
2B	Single-Family Detached	Non-Ducted Heating	1980-99	0.800729	0	0.199271	0	5	16298.9	0.000398934
2B	Single-Family Detached	None	1980-99	0.800729	0	0.199271	0	5	16298.9	3.40E-05
2B	Mobile Home	Ducted Heat Pump	2000-09	0	1	0	0	1	5003.99	9.06E-05
2B	Mobile Home	Ducted Heating	2000-09	0	0	0	1	1	4810.18	0.000176889
2B	Mobile Home	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
2B	Mobile Home	Non-Ducted Heating	2000-09	0.5	0	0	0.5	2	4810.18	1.51E-05
2B	Mobile Home	None	2000-09	0.5	0	0	0.5	2	4810.18	4.69E-06
2B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0	1	0	0	3	8893.94	5.18E-05
2B	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	1	0	0	0	6	19163.4	7.29E-05
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	1	0	0	0	1	1350.97	8.66E-06
2B	Multi-Family with 2 - 4 Units	None	2000-09	1	0	0	0	1	1350.97	1.52E-06
2B	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0	1	0	0	3	8893.94	0.00022566
2B	Multi-Family with 5+ Units	Ducted Heating	2000-09	1	0	0	0	6	19163.4	0.000283431
2B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
2B	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	1	0	0	0	1	1350.97	3.77E-05
2B	Multi-Family with 5+ Units	None	2000-09	1	0	0	0	1	1350.97	7.50E-06
2B	Single-Family Attached	Ducted Heat Pump	2000-09	0	1	0	0	9	20711.6	4.36E-05
2B	Single-Family Attached	Ducted Heating	2000-09	0.946238	0	0.0537615	0	22	57106.8	9.01E-05
2B	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
2B	Single-Family Attached	Non-Ducted Heating	2000-09	1	0	0	0	1	1479.82	7.29E-06
2B	Single-Family Attached	None	2000-09	1	0	0	0	1	1479.82	1.40E-06
2B	Single-Family Detached	Ducted Heat Pump	2000-09	0	1	0	0	9	20711.6	0.000842603
2B	Single-Family Detached	Ducted Heating	2000-09	0.946238	0	0.0537615	0	22	57106.8	0.00253414
2B	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
2B	Single-Family Detached	Non-Ducted Heating	2000-09	1	0	0	0	1	1479.82	0.000140788
2B	Single-Family Detached	None	2000-09	1	0	0	0	1	1479.82	3.00E-05
2B	Mobile Home	Ducted Heat Pump	2010s	0	1	0	0	1	5003.99	2.74E-05
2B	Mobile Home	Ducted Heating	2010s	0	0	0	1	1	4810.18	5.15E-05
2B	Mobile Home	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
2B	Mobile Home	Non-Ducted Heating	2010s	0.5	0	0	0.5	2	4810.18	4.58E-06
2B	Mobile Home	None	2010s	0.5	0	0	0.5	2	4810.18	2.32E-06
2B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0	1	0	0	3	8893.94	1.60E-05
2B	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	1	0	0	0	6	19163.4	2.17E-05
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	1	0	0	0	1	1350.97	2.67E-06
2B	Multi-Family with 2 - 4 Units	None	2010s	1	0	0	0	1	1350.97	2.42E-07
2B	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0	1	0	0	3	8893.94	0.000111949
2B	Multi-Family with 5+ Units	Ducted Heating	2010s	1	0	0	0	6	19163.4	0.000144708
2B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
2B	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	1	0	0	0	1	1350.97	1.87E-05
2B	Multi-Family with 5+ Units	None	2010s	1	0	0	0	1	1350.97	4.18E-06
2B	Single-Family Attached	Ducted Heat Pump	2010s	0	1	0	0	9	20711.6	8.76E-06
2B	Single-Family Attached	Ducted Heating	2010s	0.946238	0	0.0537615	0	22	57106.8	2.25E-05
2B	Single-Family Attached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
2B	Single-Family Attached	Non-Ducted Heating	2010s	1	0	0	0	1	1479.82	1.46E-06
2B	Single-Family Attached	None	2010s	1	0	0	0	1	1479.82	5.19E-07
2B	Single-Family Detached	Ducted Heat Pump	2010s	0	1	0	0	9	20711.6	0.000192181
2B	Single-Family Detached	Ducted Heating	2010s	0.946238	0	0.0537615	0	22	57106.8	0.000589742
2B	Single-Family Detached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
2B	Single-Family Detached	Non-Ducted Heating	2010s	1	0	0	0	1	1479.82	3.21E-05
2B	Single-Family Detached	None	2010s	1	0	0	0	1	1479.82	4.13E-06
2B	Mobile Home	Ducted Heat Pump	<1940	0	1	0	0	0	0	5.85E-06
2B	Mobile Home	Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	0
2B	Mobile Home	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
2B	Mobile Home	Non-Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	3.41E-06
2B	Mobile Home	None	<1940	0.333333	0	0.333333	0.333333	0	0	8.26E-07
2B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0	1	0	0	0	0	1.07E-05
2B	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	0
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	8.44E-06
2B	Multi-Family with 2 - 4 Units	None	<1940	0.333333	0	0.333333	0.333333	0	0	1.21E-06
2B	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0	1	0	0	0	0	2.35E-05
2B	Multi-Family with 5+ Units	Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	0
2B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
2B	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	6.09E-06
2B	Multi-Family with 5+ Units	None	<1940	0.333333	0	0.333333	0.333333	0	0	1.17E-06
2B	Single-Family Attached	Ducted Heat Pump	<1940	0	1	0	0	2	9354.71	6.96E-06
2B	Single-Family Attached	Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	0
2B	Single-Family Attached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
2B	Single-Family Attached	Non-Ducted Heating	<1940	0	0	0	1	1	1804.35	5.64E-06
2B	Single-Family Attached	None	<1940	0	0	0	1	1	1804.35	6.14E-07
2B	Single-Family Detached	Ducted Heat Pump	<1940	0	1	0	0	2	9354.71	0.00010637
2B	Single-Family Detached	Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	0
2B	Single-Family Detached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
2B	Single-Family Detached	Non-Ducted Heating	<1940	0	0	0	1	1	1804.35	9.66E-05
2B	Single-Family Detached	None	<1940	0	0	0	1	1	1804.35	4.79E-06
3A	Mobile Home	Ducted Heat Pump	1940-59	1	0	0	0	0	0	3.15E-05
3A	Mobile Home	Ducted Heating	1940-59	1	0	0	0	1	18408.6	9.01E-05
3A	Mobile Home	Non-Ducted Heat Pump	1940-59	1	0	0	0	0	0	0
3A	Mobile Home	Non-Ducted Heating	1940-59	1	0	0	0	0	0	4.46E-05
3A	Mobile Home	None	1940-59	1	0	0	0	0	0	2.62E-06
3A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0	1	0	0	2	12238.2	0.000122359
3A	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.619845	0	0.110288	0.269867	8	34487.8	0.00040358
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0	0	0.128759	0.871241	5	11892.7	0.000191817
3A	Multi-Family with 2 - 4 Units	None	1940-59	0	0	0.128759	0.871241	5	11892.7	5.62E-06
3A	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0	1	0	0	2	12238.2	0.000176722
3A	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.619845	0	0.110288	0.269867	8	34487.8	0.000417228
3A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
3A	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0	0	0.128759	0.871241	5	11892.7	0.000233177
3A	Multi-Family with 5+ Units	None	1940-59	0	0	0.128759	0.871241	5	11892.7	9.14E-06
3A	Single-Family Attached	Ducted Heat Pump	1940-59	0	1	0	0	8	58972.3	4.07E-05
3A	Single-Family Attached	Ducted Heating	1940-59	0.92846	0	0.0259285	0.0456113	79	411199	0.000161022
3A	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
3A	Single-Family Attached	Non-Ducted Heating	1940-59	0.0403475	0	0.252933	0.70672	29	76412.6	7.08E-05
3A	Single-Family Attached	None	1940-59	0.0403475	0	0.252933	0.70672	29	76412.6	2.05E-06
3A	Single-Family Detached	Ducted Heat Pump	1940-59	1	0	0	0	8	58972.3	0.00135401
3A	Single-Family Detached	Ducted Heating	1940-59	1	0	0	0	79	411199	0.00855404
3A	Single-Family Detached	Non-Ducted Heat Pump	1940-59	1	0	0	0	0	0	0
3A	Single-Family Detached	Non-Ducted Heating	1940-59	1	0	0	0	29	76412.6	0.00324328
3A	Single-Family Detached	None	1940-59	1	0	0	0	29	76412.6	3.81E-05
3A	Mobile Home	Ducted Heat Pump	1960-79	1	0	0	0	0	0	0.000563419
3A	Mobile Home	Ducted Heating	1960-79	1	0	0	0	2	69039.1	0.00147489
3A	Mobile Home	Non-Ducted Heat Pump	1960-79	1	0	0	0	0	0	0
3A	Mobile Home	Non-Ducted Heating	1960-79	1	0	0	0	1	7273.62	0.000390239
3A	Mobile Home	None	1960-79	1	0	0	0	1	7273.62	1.35E-05
3A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0	1	0	0	7	45609.4	0.000528197
3A	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0.944233	0	0.0281168	0.0276502	61	323955	0.00126879
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0.556057	0	0	0.443943	16	40048.2	0.00034288
3A	Multi-Family with 2 - 4 Units	None	1960-79	0.556057	0	0	0.443943	16	40048.2	1.11E-05
3A	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0	1	0	0	7	45609.4	0.00137513
3A	Multi-Family with 5+ Units	Ducted Heating	1960-79	0.944233	0	0.0281168	0.0276502	61	323955	0.00271373
3A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
3A	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0.556057	0	0	0.443943	16	40048.2	0.000738073
3A	Multi-Family with 5+ Units	None	1960-79	0.556057	0	0	0.443943	16	40048.2	2.45E-05
3A	Single-Family Attached	Ducted Heat Pump	1960-79	0	1	0	0	36	233351	0.000158884
3A	Single-Family Attached	Ducted Heating	1960-79	0.925065	0	0.0131017	0.0618331	151	844331	0.000451051
3A	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
3A	Single-Family Attached	Non-Ducted Heating	1960-79	0.321724	0	0.0179382	0.660338	38	123030	0.000120291
3A	Single-Family Attached	None	1960-79	0.321724	0	0.0179382	0.660338	38	123030	2.46E-06
3A	Single-Family Detached	Ducted Heat Pump	1960-79	1	0	0	0	36	233351	0.00376703
3A	Single-Family Detached	Ducted Heating	1960-79	1	0	0	0	151	844331	0.0161211
3A	Single-Family Detached	Non-Ducted Heat Pump	1960-79	1	0	0	0	0	0	0
3A	Single-Family Detached	Non-Ducted Heating	1960-79	1	0	0	0	38	123030	0.00430647
3A	Single-Family Detached	None	1960-79	1	0	0	0	38	123030	5.81E-05
3A	Mobile Home	Ducted Heat Pump	1980-99	1	0	0	0	7	152663	0.00232353
3A	Mobile Home	Ducted Heating	1980-99	1	0	0	0	16	329394	0.00552877
3A	Mobile Home	Non-Ducted Heat Pump	1980-99	1	0	0	0	0	0	0
3A	Mobile Home	Non-Ducted Heating	1980-99	1	0	0	0	4	49640.6	0.000524176
3A	Mobile Home	None	1980-99	1	0	0	0	4	49640.6	4.46E-05
3A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0	1	0	0	15	102485	0.000641512
3A	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0.958902	0	0.019864	0.0212343	97	509254	0.00156724
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.574163	0	0	0.425837	6	12062.3	0.000162399
3A	Multi-Family with 2 - 4 Units	None	1980-99	0.574163	0	0	0.425837	6	12062.3	1.35E-05
3A	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0	1	0	0	15	102485	0.00227194
3A	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.958902	0	0.019864	0.0212343	97	509254	0.00498125
3A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
3A	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.574163	0	0	0.425837	6	12062.3	0.000498093
3A	Multi-Family with 5+ Units	None	1980-99	0.574163	0	0	0.425837	6	12062.3	3.82E-05
3A	Single-Family Attached	Ducted Heat Pump	1980-99	0	1	0	0	62	353779	0.000234328
3A	Single-Family Attached	Ducted Heating	1980-99	0.949293	0	0.00250597	0.0482008	257	1.30E+06	0.000847576
3A	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
3A	Single-Family Attached	Non-Ducted Heating	1980-99	0.424571	0	0.029861	0.545567	20	64529.7	9.14E-05
3A	Single-Family Attached	None	1980-99	0.424571	0	0.029861	0.545567	20	64529.7	5.24E-06
3A	Single-Family Detached	Ducted Heat Pump	1980-99	1	0	0	0	62	353779	0.00442006
3A	Single-Family Detached	Ducted Heating	1980-99	1	0	0	0	257	1.30E+06	0.0187691
3A	Single-Family Detached	Non-Ducted Heat Pump	1980-99	1	0	0	0	0	0	0
3A	Single-Family Detached	Non-Ducted Heating	1980-99	1	0	0	0	20	64529.7	0.00190343
3A	Single-Family Detached	None	1980-99	1	0	0	0	20	64529.7	6.46E-05
3A	Mobile Home	Ducted Heat Pump	2000-09	1	0	0	0	3	21732	0.000824633
3A	Mobile Home	Ducted Heating	2000-09	1	0	0	0	5	35839.9	0.00169832
3A	Mobile Home	Non-Ducted Heat Pump	2000-09	1	0	0	0	0	0	0
3A	Mobile Home	Non-Ducted Heating	2000-09	1	0	0	0	0	0	7.56E-05
3A	Mobile Home	None	2000-09	1	0	0	0	0	0	1.22E-05
3A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0	1	0	0	6	22382.5	0.000233536
3A	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0.949815	0	0.0501849	0	24	75786.9	0.000516508
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0.333333	0	0.333333	0.333333	1	1901.68	2.42E-05
3A	Multi-Family with 2 - 4 Units	None	2000-09	0.333333	0	0.333333	0.333333	1	1901.68	4.56E-06
3A	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0	1	0	0	6	22382.5	0.00114013
3A	Multi-Family with 5+ Units	Ducted Heating	2000-09	0.949815	0	0.0501849	0	24	75786.9	0.0022298
